sentence1	sentence2	similarity
M?t ng??i ch?i b¢ng ?† ?ang ?† m?t qu? b¢ng vÖo khung thÖnh	M?t qu? b¢ng ?† ?ang l?n vÖo l??i	0.82
M?t qu? b¢ng ?† ?ang l?n vÖo l??i	M?t c?u th? b¢ng ?† ?ang ?† m?t qu? b¢ng ra kh?i khung thÖnh	0.64
M?t qu? b¢ng ?† ?ang l?n vÖo l??i	M?t c?u th? b¢ng ?† ?ang ?† b¢ng vÖo khung thÖnh	0.86
M?t ng??i ?Ön ìng ?ang ng?i tràn gh? vÖ d?i m?t	Khìng c¢ ng??i ?Ön ìng nÖo ng?i tràn gh? vÖ d?i m?t	0.76
M?t ng??i ?Ön ìng c¢ hçnh x?m ?ang n?m dÖi tràn gh? dÖi vÖ c?m m?t cÉy b£t chç	M?t ng??i ?Ön ìng x?m mçnh ?ang ng?i tràn gh? sofa vÖ c?m m?t cÉy b£t chç	0.88
M?t ng??i ?Ön ìng c¢ hçnh x?m ?ang n?m dÖi tràn gh? dÖi vÖ c?m m?t cÉy b£t chç	M?t ng??i ?Ön ìng c¢ hçnh x?m ?ang n?m dÖi tràn gh? dÖi vÖ ?ang tçm m?t cÉy b£t chç	0.58
M?t ng??i ?Ön ìng c¢ hçnh x?m ?ang c?m m?t chi?c gh? dÖi b?ng b£t chç	M?t ng??i ?Ön ìng c¢ hçnh x?m ?ang n?m dÖi tràn gh? dÖi vÖ c?m m?t cÉy b£t chç	0.52
M?t ng??i ?Ön ìng ?ang ng?i tràn gh? vÖ d?i m?t	M?t ng??i ?Ön ìng c¢ hçnh x?m ?ang n?m dÖi tràn gh? dÖi vÖ ?ang tçm m?t cÉy b£t chç	0.42
M?t ng??i ?Ön ìng c¢ hçnh x?m ?ang c?m m?t chi?c gh? dÖi b?ng b£t chç	M?t ng??i ?Ön ìng ?ang ng?i tràn gh? vÖ d?i m?t	0.4
M?t ng??i ?Ön ìng ?ang ngh? ng?i tràn gh? vÖ d?i m?t	M?t ng??i ?Ön ìng c¢ hçnh x?m ?ang n?m dÖi tràn gh? dÖi vÖ c?m m?t cÉy b£t chç	0.5
M?t ng??i ?Ön ìng c¢ hçnh x?m ?ang n?m dÖi tràn gh? dÖi vÖ c?m m?t cÉy b£t chç	Khìng c¢ ng??i ?Ön ìng nÖo ng?i tràn gh? vÖ d?i m?t	0.32
M?t ng??i ?Ön ìng c¢ hçnh x?m ?ang n?m dÖi tràn gh? dÖi vÖ c?m m?t cÉy b£t chç	M?t ng??i ?Ön ìng ?ang ng?i tràn gh? vÖ d?i m?t	0.48
M?t con ch¢ nÉu vÖ tr?ng ?ang ch?y qua b?i c? cao	M?t con ch¢ ?en vÖ nÉu ?ang ch?y qua b?i c? th?p vÖ xanh	0.76
M?t ch£ ch¢ tr?ng vÖ r†m n?ng ?ang ch?y qua b?i c? cao vÖ xanh	M?t con ch¢ nÉu vÖ tr?ng ?ang ch?y qua b?i c? cao	0.92
M?t ng??i ?Ön ìng v?i b? qu?n †o ph? ??y s?n ?ang ng?i bàn ngoÖi ? m?t khu v?c ?ìng ?£c vÖ vi?t ?i?u gç ?¢	M?t ng??i ?Ön ìng m?c qu?n †o d°nh ??y s?n vÖ ?ang ng?i bàn ngoÖi ? m?t khu v?c ?ìng ?£c ?? vi?t ?i?u gç ?¢	0.96
Khìng c¢ ng??i ?Ön ìng nÖo m?c qu?n †o d°nh ??y s?n ho?c ng?i bàn ngoÖi ? m?t khu v?c ?ìng ?£c ?? vi?t ?i?u gç ?¢	M?t ng??i ?Ön ìng m?c qu?n †o d°nh ??y s?n vÖ ?ang ng?i bàn ngoÖi ? m?t khu v?c ?ìng ?£c ?? vi?t ?i?u gç ?¢	0.82
M?t ng??i ?Ön ìng ?ang ng?i vi?t gç ?¢ tràn m?t khu v?c ph? ??y s?n	M?t ng??i ?Ön ìng m?c qu?n †o d°nh ??y s?n vÖ ?ang ng?i bàn ngoÖi ? m?t khu v?c ?ìng ?£c ?? vi?t ?i?u gç ?¢	0.74
M?t ng??i ?Ön ìng ?ang ng?i g?n m?t chi?c xe ??p vÖ ?ang vi?t m?t ghi ch£	Khìng c¢ ng??i ?Ön ìng nÖo vi?t m?t ghi ch£ g?n m?t chi?c xe ??p	0.84
M?t ng??i ?Ön ìng m?c qu?n †o d°nh ??y s?n vÖ ?ang ng?i bàn ngoÖi ? m?t khu v?c ?ìng ?£c ?? vi?t ?i?u gç ?¢	M?t ng??i ?Ön ìng ?ang ??ng g?n m?t chi?c xe ??p vÖ ?ang vi?t tràn m?t t? gi?y	0.52
Khìng c¢ ng??i ?Ön ìng nÖo vi?t m?t ghi ch£ g?n m?t chi?c xe ??p	M?t ng??i ?Ön ìng m?c qu?n †o d°nh ??y s?n vÖ ?ang ng?i bàn ngoÖi ? m?t khu v?c ?ìng ?£c ?? vi?t ?i?u gç ?¢	0.54
M?t ng??i ?Ön ìng ?ang ng?i g?n m?t chi?c xe ??p vÖ ?ang vi?t m?t ghi ch£	M?t ng??i ?Ön ìng v?i b? qu?n †o ph? ??y s?n ?ang ng?i bàn ngoÖi ? m?t khu v?c ?ìng ?£c vÖ vi?t ?i?u gç ?¢	0.62
M?t nh¢m h??ng ??o sinh ?ang c?m tr?i tràn b?i c?	M?t nh¢m h??ng ??o sinh ?ang ?i b? ???ng dÖi qua b?i c?	0.7
M?t s? ng??i ?ang ?i b?	M?i ng??i ?ang ?i b?	0.94
M?t s? ng??i ?ang ?i b?	M?t nh¢m h??ng ??o sinh ?ang c?m tr?i tràn b?i c?	0.3
M?t nh¢m h??ng ??o sinh ?ang ?i b? ???ng dÖi qua b?i c?	M?t s? ng??i ?ang ?i b?	0.64
Hai ng??i ?Ön ìng ?ang ngh? ng?i sau chuy?n ?i tràn con ???ng tuy?t	Hai ng??i ?Ön ìng ?ang ??t nh?p vÖo m?t chi?c ì tì trong chuy?n ?i tràn con ???ng ??y tuy?t	0.6
Hai ng??i ?Ön ìng ?i xe ??p ? bàn l? ???ng tuy?t	Hai ng??i ?Ön ìng l†i xe ì tì ?ang ? bàn l? ???ng tuy?t	0.7
Hai ng??i ?Ön ìng ?ang c?m c?n cÉu vÖ ?? cÉu c†	Hai ng??i ?Ön ìng ?ang c?m c?n cÉu	0.86
Hai ng??i ?Ön ìng khìng c?m c?n cÉu	Hai ng??i ?Ön ìng ?ang c?m c?n cÉu	0.64
Hai ng??i ?Ön ìng ?ang c?m c?n cÉu	Hai ng??i ?Ön ìng ?ang ??ng g?n m?t n??c vÖ ?ang c?m nh?ng d?ng c? dóng ?? cÉu c†	0.86
Khìng c¢ ng??i ?Ön ìng nÖo ??ng g?n m?t n??c vÖ c?m c?n cÉu	Hai ng??i ?Ön ìng ?ang c?m c?n cÉu	0.64
Cì g†i ??i m? b?o hi?m ?ang ?i xe ??p	Cì g†i ??i m? b?o hi?m ?ang ng?i tràn xe ??p	0.84
M?t ng??i ph? n? ?ang bi?u di?n m?t trï ?o thu?t tràn ???ng d?c b?ng xe ??p	M?t ng??i ph? n? ?ang nh?y v?i m?t chi?c xe ??p	0.86
M?t ng??i ph? n? ?ang bi?u di?n m?t trï ?o thu?t tràn ???ng d?c b?ng xe ??p	M?t ng??i ph? n? ?ang bi?u di?n m?t trï ?o thu?t tràn ???ng d?c b?ng ì tì	0.48
Cì g†i ??i m? b?o hi?m ?ang ng?i tràn xe ??p	M?t ng??i ph? n? ?ang bi?u di?n m?t trï ?o thu?t tràn ???ng d?c b?ng ì tì	0.38
Cì g†i ??i m? b?o hi?m ?ang ng?i tràn xe ??p	M?t ng??i ph? n? ?ang bi?u di?n m?t trï ?o thu?t tràn ???ng d?c b?ng xe ??p	0.58
Cì g†i ??i m? b?o hi?m ?ang ?i xe ??p	M?t ng??i ph? n? ?ang bi?u di?n m?t trï ?o thu?t tràn ???ng d?c b?ng xe ??p	0.74
M?t ng??i ph? n? ?ang bi?u di?n m?t trï ?o thu?t tràn ???ng d?c b?ng xe ??p	Cì g†i ??i m? b?o hi?m ?ang ng?i tràn xe ??p	0.66
M?t cì g†i t¢c vÖng ?ang l??t s¢ng	M?t cì g†i t¢c vÖng ?ang c??i s¢ng	0.94
M?t ng??i ph? n? ?ang l??t s¢ng vÖ c??i m?t con s¢ng	M?t c?u bÇ ?ang l??t s¢ng vÖ c??i s¢ng	0.7
M?t ng??i ph? n? ?ang l??t s¢ng	M?t cì g†i t¢c vÖng ?ang c??i s¢ng	0.8
M?t ng??i ph? n? ?ang l??t s¢ng vÖ c??i m?t con s¢ng	M?t cì g†i t¢c vÖng ?ang l??t s¢ng	0.72
M?t cì g†i t¢c vÖng v?y tay trong khi ?ang c??i ng?a	M?t ng??i ph? n? ?ang l??t s¢ng vÖ c??i m?t con s¢ng	0.46
Hai ??a tr? vÖ m?t ng??i l?n ?ang ??ng c?nh m?t cÖnh cÉy	Hai ??a tr? vÖ m?t ng??i l?n khìng ??ng c?nh cÖnh cÉy	0.72
Hai ??a tr? vÖ m?t ng??i l?n ?ang ??ng c?nh m?t cÖnh cÉy	Hai ??a tr? ?ang träo cÉy	0.6
Hai ??a tr? vÖ m?t ng??i l?n ?ang ??ng c?nh m?t cÖnh cÉy	Hai ??a tr? ?ang treo mçnh tràn m?t cÖnh cÉy l?n	0.54
M?t ng??i ?Ön ìng m?c ?? ?en ?ang ?i xe ??p	M?t ng??i ?Ön ìng ?ang bi?u di?n m?t trï ?o thu?t tràn xe ??p	0.7
M?t ng??i ?Ön ìng ?ang bi?u di?n c†c pha nguy hi?m tràn chi?c xe ??p mÖu xanh l† cÉy	M?t ng??i ?Ön ìng ?ang bi?u di?n m?t trï ?o thu?t tràn chi?c xe ??p mÖu xanh l† cÉy	0.94
Khìng c¢ ng??i ?Ön ìng nÖo m?c ?? ?en vÖ ?i xe ??p mÖu xanh l† cÉy	M?t ng??i ?Ön ìng ?ang bi?u di?n m?t trï ?o thu?t tràn chi?c xe ??p mÖu xanh l† cÉy	0.68
M?t c?u bÇ ?ang c?m m?t kh?u s£ng phun n??c	M?t ??a tr? ?ang c?m m?t kh?u s£ng phun n??c	0.9
M?t ??a tr? ?ang c??i ?ang c?m s£ng n??c vÖ b? phun n??c	M?t ??a tr? c?m kh?u s£ng phun n??c ?ang c??i vÖ b? nh?ng ??a tr? kh†c ?†nh	0.8
Khìng c¢ ??a tr? nÖo c?m s£ng n??c ho?c b? phun n??c	M?t ??a tr? ?ang c??i ?ang c?m s£ng n??c vÖ b? phun n??c	0.8
M?t ??a tr? c?m kh?u s£ng phun n??c ?ang c??i vÖ b? nh?ng ??a tr? kh†c ?†nh	M?t ??a tr? ?ang c?m m?t kh?u s£ng phun n??c	0.78
Hai ch£ ch¢ dachshund ?ang ch?i v?i m?t qu? b¢ng mÖu ??	Hai con ch¢ ?ang ch?i v?i m?t qu? b¢ng nh? mÖu ??	0.84
Hai con mäo ?ang ch?i v?i m?t qu? b¢ng mÖu ??	Hai ch£ ch¢ dachshund ?ang ch?i v?i m?t qu? b¢ng mÖu ??	0.66
Hai ch£ ch¢ nÉu ?ang tranh giÖnh m?t qu? b¢ng ?? vÖ ?ang ch?i ?óa tràn b?i c?	Hai con ch¢ ?ang ch?i v?i m?t qu? b¢ng nh? mÖu ??	0.76
Khìng c¢ con ch¢ nÖo ch?i v?i qu? b¢ng mÖu ??	Hai ch£ ch¢ dachshund ?ang ch?i v?i m?t qu? b¢ng mÖu ??	0.6
Con ch¢ ?en tr?ng ?ang ch?y vÖ m?t ng??i ??ng ??ng sau n¢	"Con ch¢, mÖu ?en vÖ tr?ng, ?ang ch?y vÖ m?t ng??i ??ng ??ng sau n¢"	0.98
M?t ch£ ch¢ nh? ?ang ch?y n??c r£t vÖ ng??i ch? c?a n¢ ?ang c? g?ng b?t n¢	M?t ch£ ch¢ nh? ?ang ch?y n??c r£t vÖ ch? c?a n¢ ?ang c? g?ng b?t n¢	0.96
Con ch¢ ?en tr?ng ?ang ch?y vÖ m?t ng??i ??ng ??ng sau n¢	M?t ch£ ch¢ nh? ?ang ch?y n??c r£t vÖ ng??i ch? c?a n¢ ?ang c? g?ng b?t n¢	0.6
Con ch¢ ?en tr?ng ?ang ch?y vÖ m?t ng??i ??ng ??ng sau n¢	M?t ch£ ch¢ nh? ?ang ch?y ch?m l?i vÖ ch? c?a n¢ ?? ng?ng ?u?i theo n¢	0.58
Con ch¢ ?en tr?ng khìng ch?y vÖ khìng c¢ ng??i ??ng ph°a sau	M?t ch£ ch¢ nh? ?ang ch?y n??c r£t vÖ ch? c?a n¢ ?ang c? g?ng b?t n¢	0.54
M?t ng??i da ?en ?ang ch?y d?c theo m?t kh†n ?Öi mÖu tr?ng vÖ m?t con ch¢ s?a ph°a sau anh ta	M?t ch£ ch¢ nh? ?ang ch?y n??c r£t vÖ ch? c?a n¢ ?ang c? g?ng b?t n¢	0.5
M?t ng??i ?Ön ìng m?c †o s? mi nhu?m ?en ?ang ng?i ? bÖn vÖ c??i	M?t ng??i ?Ön ìng ?ang m?c chi?c †o s? mi ?en ?ang ng?i ? bÖn vÖ c??i	0.94
M?t ng??i ?Ön ìng m?c †o s? mi nhu?m ?en ?ang ng?i ? bÖn vÖ c??i	"Khìng c¢ ng??i ?Ön ìng nÖo m?c †o s? mi nhu?m ?en, ng?i vÖo bÖn vÖ c??i"	0.74
 M?t ng??i ?Ön ìng ?ang c??i ?ang nhu?m ?en chi?c †o s? mi tràn bÖn mÖ b?n khìng th? ng?i vÖo	M?t ng??i ?Ön ìng m?c †o s? mi nhu?m ?en ?ang ng?i ? bÖn vÖ c??i	0.72
M?t ng??i ?Ön ìng ?ang m?c chi?c †o s? mi ?en ?ang ng?i ? bÖn vÖ c??i	M?t ng??i ?Ön ìng ?ang ng?i tho?i m†i ? bÖn	0.7
M?t ng??i ?Ön ìng ?ang ng?i vÖ b?t ??u m?t cu?c th?o lu?n tho?i m†i	M?t ng??i ?Ön ìng m?c †o s? mi nhu?m ?en ?ang ng?i ? bÖn vÖ c??i	0.48
M?t ng??i ?Ön ìng ?ang ng?i tho?i m†i ? bÖn	M?t ng??i ?Ön ìng m?c †o s? mi nhu?m ?en ?ang ng?i ? bÖn vÖ c??i	0.78
M?t ng??i ph? n? m?c chi?c kh?n choÖng mÖu h?ng ?ang ??p xe xu?ng m?t cÉy c?u dÖnh cho ng??i ?i b?	M?t ng??i ph? n? ??i kh?n quÖng mÖu h?ng ?ang ??p xe xu?ng cÉy c?u dÖnh cho ng??i ?i b?	0.86
M?t ng??i ph? n? ?ang c?i chi?c kh?n choÖng mÖu h?ng vÖ d?ng xe ??p tràn cÉy c?u dÖnh cho ng??i ?i b?	M?t ng??i ph? n? m?c chi?c kh?n choÖng mÖu h?ng ?ang ??p xe xu?ng m?t cÉy c?u dÖnh cho ng??i ?i b?	0.74
M?t ng??i ph? n? m?c chi?c kh?n choÖng mÖu h?ng ?ang ??p xe xu?ng m?t cÉy c?u dÖnh cho ng??i ?i b?	"Ng??i ph? n? m?c qu?n b?c, qu?n ?ng loe mÖu h?ng vÖ kh?n quÖng c? mÖu h?ng khìng ph?i ?ang ?i xe ??p"	0.52
M?t ng??i ph? n? ??i kh?n quÖng mÖu h?ng ?ang ??p xe xu?ng cÉy c?u dÖnh cho ng??i ?i b?	"Ng??i ph? n? m?c qu?n b?c, qu?n ?ng loe mÖu h?ng vÖ kh?n quÖng c? mÖu h?ng ?ang ??p xe"	0.74
M?t ng??i ph? n? m?c chi?c kh?n choÖng mÖu h?ng ?ang ??p xe xu?ng m?t cÉy c?u dÖnh cho ng??i ?i b?	"Ng??i ph? n? m?c qu?n b?c, qu?n ?ng loe mÖu h?ng vÖ kh?n quÖng c? mÖu h?ng ?ang ??p xe"	0.5
M?t ng??i ?ang ?i xe ??p ?ang m?c ?? b?o h? mÖu ?en	M?t ng??i ?i xe ??p ?ang m?c ?? mÖu ?en	0.94
M?t ng??i ?i xe ??p ?ang kh?a thÉn	M?t ng??i ?i xe ??p ?ang m?c ?? mÖu ?en	0.663
M?t ng??i ?Ön ìng ?ang ??i m? b?o hi?m mÖu ?en khi ?ang ??y xe ??p	M?t ng??i ?Ön ìng ??i m? b?o hi?m mÖu ?en vÖ ?ang ??y xe ??p	0.96
M?t ng??i ?i xe ??p ?ang m?c ?? mÖu ?en	Khìng c¢ ng??i ?Ön ìng nÖo ??i m? b?o hi?m mÖu ?en vÖ ??y xe ??p	0.54
M?t ng??i ?Ön ìng ??i m? b?o hi?m mÖu ?en vÖ ?ang ??y xe ??p	M?t ng??i ?i xe ??p ?ang kh?a thÉn	0.52
Ng??i ?Ön ìng m?c †o phìng x†m ?ang ng?i tràn m?t t?ng ?† tr??c th†c n??c	Ng??i ?Ön ìng m?c †o phìng nhu?m mÖu x†m ?ang ng?i tràn m?t t?ng ?† tr??c th†c n??c	0.98
Ng??i ?Ön ìng m?c †o phìng x†m ?ang ng?i tràn m?t t?ng ?† tr??c th†c n??c	Khìng c¢ ng??i ?Ön ìng m?c †o phìng x†m ng?i tràn t?ng ?† tr??c th†c n??c	0.7
M?t ng??i ph? n? ?ang ??ng vÖ khìng nhçn vÖo th†c n??c	M?t ng??i ph? n? ?ang ng?i vÖ nhçn th†c n??c	0.62
M?t ng??i ph? n? ?ang ??ng vÖ khìng nhçn vÖo th†c n??c	Ng??i ?Ön ìng m?c †o phìng x†m ?ang ng?i tràn m?t t?ng ?† tr??c th†c n??c	0.5
Ng??i ?Ön ìng m?c †o phìng nhu?m mÖu x†m ?ang ng?i tràn m?t t?ng ?† tr??c th†c n??c	M?t ng??i ph? n? ?ang ng?i vÖ nhçn th†c n??c	0.62
Khìng c¢ ng??i ?Ön ìng m?c †o phìng x†m ng?i tràn t?ng ?† tr??c th†c n??c	M?t ng??i ph? n? ?ang ng?i vÖ nhçn th†c n??c	0.38
M?t ng??i ph? n? ?ang ng?i vÖ nhçn th†c n??c	M?t ng??i ch?i nh?c rock ?ang ng?i v?i chi?c †o phìng c¢ hçnh m?t ng??i ?Ön ìng tràn th†c n??c mÖu x†m ? m?t tr??c	0.5
M?t con ch¢ mÖu nÉu vÖ m?t con ch¢ mÖu ?en ?ang ch?y tràn c?	Khìng c¢ con ch¢ nÖo ch?y tràn c?	0.68
M?t ng??i ?Ön ìng da ?en ?ang ch?y tràn b?i c? nÉu vÖ ?ang ?ua v?i m?t con ch¢	M?t con ch¢ mÖu nÉu vÖ m?t con ch¢ mÖu ?en ?ang ch?y tràn c?	0.5
M?t con ch¢ ?en s?m vÖ m?t con ch¢ nÉu nh?t ?ang ch?i ?óa trong sÉn sau	M?t con ch¢ ?en s?m vÖ m?t con ch¢ nÉu nh?t ?ang ch?i ?óa ? sÉn sau	0.98
M?t con ch¢ ?en s?m vÖ m?t con ch¢ nÉu nh?t ?ang ch?i ?óa trong sÉn sau	M?t con ch¢ mÖu nÉu vÖ m?t con ch¢ mÖu ?en ?ang ch?y tràn c?	0.8
M?t con ch¢ ?en s?m vÖ m?t con ch¢ nÉu nh?t ?ang ?†nh nhau ? sÉn sau	M?t con ch¢ mÖu nÉu vÖ m?t con ch¢ mÖu ?en ?ang ch?y tràn c?	0.72
Khìng c¢ con ch¢ nÖo ch?y tràn c?	M?t con ch¢ ?en s?m vÖ m?t con ch¢ nÉu nh?t ?ang ch?i ?óa ? sÉn sau	0.62
M?t con ch¢ ?en s?m vÖ m?t con ch¢ nÉu nh?t ?ang ch?i ?óa ? sÉn sau	M?t ng??i ?Ön ìng da ?en ?ang ch?y tràn b?i c? nÉu vÖ ?ang ?ua v?i m?t con ch¢	0.4
M?t con ch¢ c¢ b? lìng mÖu nÉu vÖ tr?ng ?ang ng?i ? vóng n??c nìng	M?t con ch¢ c¢ b? lìng mÖu nÉu vÖ tr?ng ?ang ch?y n??c ki?u qua vóng n??c nìng	0.82
M?t con ch¢ tr?ng vÖ nÉu ?ang ?i qua m?t n??c m?t c†ch kh¢ kh?n	M?t con ch¢ tr?ng vÖ nÉu ?ang ?i qua m?t n??c m?t c†ch kh¢ kh?n	0.9
M?t nh¢m con trai ?ang im l?ng tr??c m?t c†nh c?a l?n lÖm b?ng g?	M?t nh¢m c†c c?u bÇ ?ang ch?i b¢ng tr??c m?t c†nh c?a l?n lÖm b?ng g?	0.7
Nh?ng ??a tr? khìng ch?i tr??c m?t c†nh c?a l?n	M?t nh¢m c†c c?u bÇ ?ang ch?i b¢ng tr??c m?t c†nh c?a l?n lÖm b?ng g?	0.68
M?t nh¢m con trai ?ang ch?i b¢ng tr??c m?t c†nh c?a l?n lÖm b?ng g?	Nh?ng ??a tr? ?ang ch?i tr??c m?t c†nh c?a l?n	0.68
Nh?ng ??a tr? ?ang ch?i tr??c m?t c†nh c?a l?n	M?t nh¢m con trai ?ang im l?ng tr??c m?t c†nh c?a l?n lÖm b?ng g?	0.68
"M?t ng??i ph? n? ?ang m?c m?t chi?c v†y mÖu ?en, ??, tr?ng vÖ h?ng"	M?t ng??i ph? n? ?ang c?i chi?c †o choÖng r?t r?ng vÖ ?? l? b? trang ph?c xa hoa	0.56
M?t ng??i ph? n? ?ang c?i chi?c †o choÖng r?t r?ng vÖ ?? l? chi?c v†y xa hoa	"M?t ng??i ph? n? ?ang m?c m?t chi?c v†y mÖu ?en, ??, tr?ng vÖ h?ng"	0.68
M?t cì g†i tu?i teen ?ang c?t gi? nh?ng h?t c??m mÖu ??	M?t cì g†i tu?i teen ?ang ?eo nh?ng h?t c??m mÖu ??	0.76
"M?t cì g†i tr? v?i m†i t¢c nÉu nh?t ?ang ?eo m?t chi?c vïng c? mÖu ??, m?t chi?c †o n? vÖ hoa tai vÖ ?ang m?m c??i"	"M?t cì g†i tr?, t¢c nÉu nh?t, ?eo vïng c? mÖu ??, †o n? vÖ hoa tai vÖ ?ang m?m c??i"	1
"M?t cì g†i tr? v?i m†i t¢c nÉu nh?t ?ang ?eo m?t chi?c vïng c? mÖu ??, m?t chi?c †o n? vÖ hoa tai vÖ ?ang m?m c??i"	"Khìng c¢ cì g†i tr? nÖo v?i m†i t¢c nÉu nh?t ?eo vïng c? mÖu ??, †o n? vÖ hoa tai vÖ m?m c??i"	0.74
"M?t cì g†i tr? v?i m†i t¢c nÉu nh?t ?ang ?eo m?t chi?c vïng c? mÖu ??, m?t chi?c †o n? vÖ hoa tai vÖ ?ang m?m c??i"	" M?t chi?c †o n? mÖu ?? c¢ hçnh m?t ng??i ph? n? ?ang m?m c??i r?t phó h?p ?? m?c v?i m†i t¢c nÉu nh?t, khuyàn tai vÖ vïng c?"	0.66
"M?t cì g†i tr?, t¢c nÉu nh?t, ?eo vïng c? mÖu ??, †o n? vÖ hoa tai vÖ ?ang m?m c??i"	M?t cì g†i tu?i teen ?ang ?eo nh?ng h?t c??m mÖu ??	0.62
"M?t cì g†i tr? v?i m†i t¢c nÉu nh?t ?ang ?eo m?t chi?c vïng c? mÖu ??, m?t chi?c †o n? vÖ hoa tai vÖ ?ang m?m c??i"	Cì g†i tu?i teen ?ang ?eo nh?ng h?t c??m mÖu ??	0.48
Cì g†i th°ch mÖu ?? vÖ khìng ?eo h?t c??m cho thanh thi?u niàn	"M?t cì g†i tr? v?i m†i t¢c nÉu nh?t ?ang ?eo m?t chi?c vïng c? mÖu ??, m?t chi?c †o n? vÖ hoa tai vÖ ?ang m?m c??i"	0.46
M?t c?u bÇ s? h?i ?ang ? tràn t??ng leo n£i	M?t c?u bÇ s? h?i ?ang n?m tràn m?t ??t	0.68
M?t c?u bÇ ?ang träo làn m?t b?c t??ng nhÉn t?o ???c xÉy d?ng ?? leo träo vÖ ???c bu?c vÖo m?t s?i dÉy th?ng	M?t c?u bÇ leo n£i c?u ch£ mäo s? h?i t? tràn t??ng xu?ng	0.44
M?t c?u bÇ s? h?i ?ang ? tràn t??ng leo n£i	M?t c?u bÇ ?ang träo làn b?c t??ng nhÉn t?o ???c xÉy d?ng ?? leo träo m?t c†ch d? dÖng vÖ ???c bu?c vÖo m?t s?i dÉy th?ng	0.82
M?t c?u bÇ ?ang träo làn m?t b?c t??ng nhÉn t?o ???c xÉy d?ng ?? leo träo vÖ ???c bu?c vÖo m?t s?i dÉy th?ng	M?t c?u bÇ s? h?i ?ang ? tràn t??ng leo n£i	0.78
M?t ng??i cha ?ang th? con g†i mçnh xu?ng h? b?i	M?t ng??i cha ?ang th? con g†i xu?ng h? b?i	0.96
M?t ng??i cha ?ang ? trong h? b?i trong l£c con g†i mçnh ra m?t	M?t ng??i cha ?ang th? con g†i xu?ng h? b?i	0.64
Ng??i ?Ön ìng ?ang nÇm m?t ??a tr? xu?ng h? b?i g?n bi?n	M?t ng??i ?Ön ìng ?ang nÇm m?t ??a tr? xu?ng h? b?i g?n bi?n	0.96
Ng??i ?Ön ìng ?ang nÇm m?t ??a tr? xu?ng h? b?i g?n bi?n	"M?t ??a tr? ?ang b?i trong ??i d??ng ?ang nÇm m?t ??ng xu xu?ng h? b?i, g?n ng??i ?Ön ìng"	0.44
M?t ng??i ?Ön ìng ?ang nÇm m?t ??a tr? xu?ng h? b?i g?n bi?n	M?t ng??i cha ?ang th? con g†i xu?ng h? b?i	0.78
"M?t ??a tr? ?ang b?i trong ??i d??ng ?ang nÇm m?t ??ng xu xu?ng h? b?i, g?n ng??i ?Ön ìng"	M?t ng??i cha ?ang th? con g†i xu?ng h? b?i	0.32
M?t ng??i cha ?ang ? trong h? b?i trong l£c con g†i mçnh ra m?t	Ng??i ?Ön ìng ?ang nÇm m?t ??a tr? xu?ng h? b?i g?n bi?n	0.503
M?t ng??i cha ?ang th? con g†i xu?ng h? b?i	Ng??i ?Ön ìng ?ang nÇm m?t ??a tr? xu?ng h? b?i g?n bi?n	0.76
M?t k? leo thang x? h?i ?ang tr¢i m?t ng??i ?Ön ìng vÖo v†ch ?† b?ng m?t s?i dÉy th?ng	M?t ng??i ?Ön ìng ?ang leo làn v†ch ?† b?ng m?t s?i dÉy th?ng	0.62
M?t ng??i ?ang ??ng tr??c m?t t?ng ?† v?i m?t s?i dÉy th?ng mÖu h?ng	M?t ng??i ?ang träo làn m?t t?ng ?† b?ng m?t s?i dÉy th?ng mÖu h?ng	0.78
M?t ng??i ?ang träo làn m?t t?ng ?† b?ng s?i dÉy mÖu h?ng	M?t ng??i ?Ön ìng ?ang leo làn v†ch ?† b?ng m?t s?i dÉy th?ng	0.86
M?t ng??i ?Ön ìng ?ang leo làn v†ch ?† b?ng m?t s?i dÉy th?ng	M?t ng??i ?ang ??ng tr??c m?t t?ng ?† v?i m?t s?i dÉy th?ng mÖu h?ng	0.68
M?t ng??i ?ang träo làn m?t t?ng ?† b?ng m?t s?i dÉy th?ng mÖu h?ng	M?t ng??i ?Ön ìng ?ang leo làn v†ch ?† b?ng m?t s?i dÉy th?ng	0.82
M?t ng??i ?ang träo làn m?t t?ng ?† b?ng m?t s?i dÉy th?ng mÖu h?ng	M?t ng??i ?Ön ìng ?ang ?i xu?ng v†ch ?† b?ng m?t s?i dÉy th?ng	0.56
M?t ng??i ?ang träo làn m?t t?ng ?† b?ng m?t s?i dÉy th?ng mÖu h?ng	M?t k? leo thang x? h?i ?ang tr¢i m?t ng??i ?Ön ìng vÖo v†ch ?† b?ng m?t s?i dÉy th?ng	0.537
M?t c?u bÇ khìng träo làn b?c t??ng ?†	C?u bÇ ?ang träo làn b?c t??ng ?†	0.82
M?t ??a tr? ?ang leo làn b?c t??ng leo n£i trong nhÖ	M?t ??a tr? ?ang leo làn b?c t??ng leo n£i trong nhÖ	0.94
M?t ??a tr? ?ang leo làn b?c t??ng leo n£i trong nhÖ	M?t ??a tr? ?ang ? trong nhÖ xem ch??ng trçnh v? m?t s? nhÖ leo n£i tr? tu?i tràn v†ch ?†.	0.64
