sentence1;sentence2;similarity
Một con tàu ra khơi lúc hoàng hôn;Đằng sau một con tàu đang di chuyển trên biển, có nhiều chiếc thuyền nhỏ khác đang di chuyển;0,47
Không có cánh buồm nào nổi trên biển;Một chiếc thuyền buồm ra khơi vào buổi tối;0,73
Không có cánh buồm nào nổi trên biển;Đằng sau một con tàu đang di chuyển trên biển, có nhiều chiếc thuyền nhỏ khác đang di chuyển;0,47
Một chiếc thuyền buồm ra khơi vào buổi tối;Đằng sau một con tàu đang di chuyển trên biển, có nhiều chiếc thuyền nhỏ khác đang di chuyển;0,60
Hai chiếc xe trong một cuộc đua xe;Một chiếc ô tô màu xanh di chuyển trên đường trong một cuộc đua ô tô;0,53
Hai chiếc xe trong một cuộc đua xe;Một chiếc xe băng chính thức lái qua;0,47
Hai chiếc xe trong một cuộc đua xe;Một chiếc ô tô màu xanh đang chạy trên đường;0,47
Hai chiếc xe trong một cuộc đua xe;Một chiếc xe đua màu xanh chạy dọc con đường quê;0,53
Một chiếc ô tô màu xanh di chuyển trên đường trong một cuộc đua ô tô;Một chiếc xe băng chính thức lái qua;0,87
Một chiếc ô tô màu xanh di chuyển trên đường trong một cuộc đua ô tô;Một chiếc ô tô màu xanh đang chạy trên đường;0,87
Một chiếc ô tô màu xanh di chuyển trên đường trong một cuộc đua ô tô;Một chiếc xe đua màu xanh chạy dọc con đường quê;0,80
Một chiếc xe băng chính thức lái qua;Một chiếc ô tô màu xanh đang chạy trên đường;1
Một chiếc xe băng chính thức lái qua;Một chiếc xe đua màu xanh chạy dọc con đường quê;0,60
Một chiếc ô tô màu xanh đang chạy trên đường;Một chiếc xe đua màu xanh chạy dọc con đường quê;0,87
Hai người đàn ông đang nhìn vào một chiếc ô tô;Trong một cuộc đua ô tô, một chiếc ô tô màu xanh trắng đang di chuyển trên đường và có hai người đang theo dõi;0,60
Hai người đàn ông đang nhìn vào một chiếc ô tô;Một chiếc ô tô đang chạy;0,33
Hai người đàn ông đang nhìn vào một chiếc ô tô;Một chiếc ô tô đang di chuyển trên đường;0,40
Hai người đàn ông đang nhìn vào một chiếc ô tô;Hai người đàn ông nhìn chiếc xe Hyundai lao đi;0,73
Trong một cuộc đua ô tô, một chiếc ô tô màu xanh trắng đang di chuyển trên đường và có hai người đang theo dõi;Một chiếc ô tô đang chạy;0,53
Trong một cuộc đua ô tô, một chiếc ô tô màu xanh trắng đang di chuyển trên đường và có hai người đang theo dõi;Một chiếc ô tô đang di chuyển trên đường;0,53
Trong một cuộc đua ô tô, một chiếc ô tô màu xanh trắng đang di chuyển trên đường và có hai người đang theo dõi;Hai người đàn ông nhìn chiếc xe Hyundai lao đi;0,80
Một chiếc ô tô đang chạy;Một chiếc ô tô đang di chuyển trên đường;0,93
Một chiếc ô tô đang chạy;Hai người đàn ông nhìn chiếc xe Hyundai lao đi;0,60
Một chiếc ô tô đang di chuyển trên đường;Hai người đàn ông nhìn chiếc xe Hyundai lao đi;0,60
Khói bốc ra từ ô tô trong cuộc đua đốt ô tô;Trong một cuộc đua ô tô, một chiếc ô tô màu đen trắng đang di chuyển trên đường và có rất nhiều người đang theo dõi;0,40
Khói bốc ra từ ô tô trong cuộc đua đốt ô tô;Một chiếc ô tô đang chạy;0,40
Khói bốc ra từ ô tô trong cuộc đua đốt ô tô;Một chiếc môtô màu đen đang đua;0,47
Khói bốc ra từ ô tô trong cuộc đua đốt ô tô;Một nhóm người đang xem đua xe;0,33
Trong một cuộc đua ô tô, một chiếc ô tô màu đen trắng đang di chuyển trên đường và có rất nhiều người đang theo dõi;Một chiếc ô tô đang chạy;0,47
Trong một cuộc đua ô tô, một chiếc ô tô màu đen trắng đang di chuyển trên đường và có rất nhiều người đang theo dõi;Một chiếc môtô màu đen đang đua;0,67
Trong một cuộc đua ô tô, một chiếc ô tô màu đen trắng đang di chuyển trên đường và có rất nhiều người đang theo dõi;Một nhóm người đang xem đua xe;0,80
Một chiếc ô tô đang chạy;Một chiếc môtô màu đen đang đua;0,67
Một chiếc ô tô đang chạy;Một nhóm người đang xem đua xe;0,60
Một chiếc môtô màu đen đang đua;Một nhóm người đang xem đua xe;0,60
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Trong một cuộc đua ô tô, một chiếc ô tô màu trắng đang lao nhanh qua một vũng nước;0,67
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Một chiếc ô tô chạy trên mặt nước;0,87
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Xe bắn tung tóe nước;0,73
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Một chiếc ô tô màu trắng đang chạy trên đường làm nước bắn tung tóe;0,73
Trong một cuộc đua ô tô, một chiếc ô tô màu trắng đang lao nhanh qua một vũng nước;Một chiếc ô tô chạy trên mặt nước;0,53
Trong một cuộc đua ô tô, một chiếc ô tô màu trắng đang lao nhanh qua một vũng nước;Xe bắn tung tóe nước;0,73
Trong một cuộc đua ô tô, một chiếc ô tô màu trắng đang lao nhanh qua một vũng nước;Một chiếc ô tô màu trắng đang chạy trên đường làm nước bắn tung tóe;0,80
Một chiếc ô tô chạy trên mặt nước;Xe bắn tung tóe nước;0,73
Một chiếc ô tô chạy trên mặt nước;Một chiếc ô tô màu trắng đang chạy trên đường làm nước bắn tung tóe;0,73
Xe bắn tung tóe nước;Một chiếc ô tô màu trắng đang chạy trên đường làm nước bắn tung tóe;0,87
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Một chiếc ô tô màu đỏ đang lao nhanh trên đường trong một cuộc đua ô tô;0,53
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Một chiếc ô tô đang tăng tốc;0,47
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Xe màu đỏ bắn tung tóe nước;0,73
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Ô tô té nước, vào cua khó;0,67
Một chiếc ô tô màu đỏ đang lao nhanh trên đường trong một cuộc đua ô tô;Một chiếc ô tô đang tăng tốc;0,73
Một chiếc ô tô màu đỏ đang lao nhanh trên đường trong một cuộc đua ô tô;Xe màu đỏ bắn tung tóe nước;0,67
Một chiếc ô tô màu đỏ đang lao nhanh trên đường trong một cuộc đua ô tô;Ô tô té nước, vào cua khó;0,60
Một chiếc ô tô đang tăng tốc;Xe màu đỏ bắn tung tóe nước;0,53
Một chiếc ô tô đang tăng tốc;Ô tô té nước, vào cua khó;0,47
Xe màu đỏ bắn tung tóe nước;Ô tô té nước, vào cua khó;0,73
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Một chiếc ô tô màu vàng đang lao nhanh trên đường trong một cuộc đua ô tô;0,53
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Một chiếc ô tô đang tăng tốc;0,60
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Một chiếc ô tô màu vàng đang chạy đua;0,47
Một chiếc ô tô đang di chuyển trên con đường đầy nước;Một nhóm người đứng nhìn chiếc ô tô màu vàng té nước rồi rẽ vào;0,53
Một chiếc ô tô màu vàng đang lao nhanh trên đường trong một cuộc đua ô tô;Một chiếc ô tô đang tăng tốc;0,73
Một chiếc ô tô màu vàng đang lao nhanh trên đường trong một cuộc đua ô tô;Một chiếc ô tô màu vàng đang chạy đua;0,73
Một chiếc ô tô màu vàng đang lao nhanh trên đường trong một cuộc đua ô tô;Một nhóm người đứng nhìn chiếc ô tô màu vàng té nước rồi rẽ vào;0,60
Một chiếc ô tô đang tăng tốc;Một chiếc ô tô màu vàng đang chạy đua;0,73
Một chiếc ô tô đang tăng tốc;Một nhóm người đứng nhìn chiếc ô tô màu vàng té nước rồi rẽ vào;0,47
Một chiếc ô tô màu vàng đang chạy đua;Một nhóm người đứng nhìn chiếc ô tô màu vàng té nước rồi rẽ vào;0,53
Một người đàn ông đứng bằng một tay gần một tòa nhà;Chàng trai khoe tài khiêu vũ trong nhiều tư thế khác nhau;0,60
Một người đàn ông đứng bằng một tay gần một tòa nhà;Một người đàn ông sẽ làm điều đó;0,53
Một người đàn ông đứng bằng một tay gần một tòa nhà;Một người đứng trên mặt đất bằng một tay;0,87
Một người đàn ông đứng bằng một tay gần một tòa nhà;Người đàn ông đứng bằng một tay, to hơn các tòa nhà bên cạnh;0,73
Chàng trai khoe tài khiêu vũ trong nhiều tư thế khác nhau;Một người đàn ông sẽ làm điều đó;0,67
Chàng trai khoe tài khiêu vũ trong nhiều tư thế khác nhau;Một người đứng trên mặt đất bằng một tay;0,47
Chàng trai khoe tài khiêu vũ trong nhiều tư thế khác nhau;Người đàn ông đứng bằng một tay, to hơn các tòa nhà bên cạnh;0,40
Một người đàn ông sẽ làm điều đó;Một người đứng trên mặt đất bằng một tay;0,60
Một người đàn ông sẽ làm điều đó;Người đàn ông đứng bằng một tay, to hơn các tòa nhà bên cạnh;0,40
Một người đứng trên mặt đất bằng một tay;Người đàn ông đứng bằng một tay, to hơn các tòa nhà bên cạnh;0,60
Hai cầu thủ bóng rổ;Một cầu thủ bóng rổ cố gắng bắt bóng từ một cầu thủ khác;0,73
Hai cầu thủ bóng rổ;Một cầu thủ cố gắng lấy bóng;0,53
Hai cầu thủ bóng rổ;Hai người chơi chơi với một quả bóng;0,67
Hai cầu thủ bóng rổ;Hai cầu thủ bóng rổ tranh giành quả bóng;0,40
Một cầu thủ bóng rổ cố gắng bắt bóng từ một cầu thủ khác;Một cầu thủ cố gắng lấy bóng;0,87
Một cầu thủ bóng rổ cố gắng bắt bóng từ một cầu thủ khác;Hai người chơi chơi với một quả bóng;0,73
Một cầu thủ bóng rổ cố gắng bắt bóng từ một cầu thủ khác;Hai cầu thủ bóng rổ tranh giành quả bóng;0,47
Một cầu thủ cố gắng lấy bóng;Hai người chơi chơi với một quả bóng;0,73
Một cầu thủ cố gắng lấy bóng;Hai cầu thủ bóng rổ tranh giành quả bóng;0,60
Hai người chơi chơi với một quả bóng;Hai cầu thủ bóng rổ tranh giành quả bóng;0,60
Mọi người đang nhìn chằm chằm vào một chiếc xe màu xanh;Một chiếc ô tô màu xanh trắng di chuyển trên đường trong một cuộc đua ô tô;0,47
Mọi người đang nhìn chằm chằm vào một chiếc xe màu xanh;Một chiếc ô tô đang chạy;0,40
Mọi người đang nhìn chằm chằm vào một chiếc xe màu xanh;Một chiếc ô tô đang chạy đua;0,40
Mọi người đang nhìn chằm chằm vào một chiếc xe màu xanh;Một nhóm người đi đường đang chăm chú nhìn chiếc xe màu đen;0,80
Một chiếc ô tô màu xanh trắng di chuyển trên đường trong một cuộc đua ô tô;Một chiếc ô tô đang chạy;0,67
Một chiếc ô tô màu xanh trắng di chuyển trên đường trong một cuộc đua ô tô;Một chiếc ô tô đang chạy đua;0,73
Một chiếc ô tô màu xanh trắng di chuyển trên đường trong một cuộc đua ô tô;Một nhóm người đi đường đang chăm chú nhìn chiếc xe màu đen;0,47
Một chiếc ô tô đang chạy;Một chiếc ô tô đang chạy đua;0,87
Một chiếc ô tô đang chạy;Một nhóm người đi đường đang chăm chú nhìn chiếc xe màu đen;0,33
Một chiếc ô tô đang chạy đua;Một nhóm người đi đường đang chăm chú nhìn chiếc xe màu đen;0,33
Người dân ngơ ngác nhìn khói bốc ra từ ô tô;Một chiếc ô tô màu trắng đang lao nhanh trên đường trong một cuộc đua ô tô;0,33
